
 Lista de Imóveis da Caixa;;Data de geração:;17/10/2024;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8787711786821 ;RJ ;RIO DE JANEIRO ;COSMOS ;RUA DAS AMOREIRAS, N. 192, Apto 506, BL 05 ;63.527,07;112.100,00;43.33;Apartamento, 0.00 de área total, 42.65 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711786821
 8787715373149 ;RJ ;RIO DE JANEIRO ;COSMOS ;ESTRADA DA PACIENCIA, N. 5365, Apto 203, . ;62.749,83;110.728,48;43.33;Apartamento, 0.00 de área total, 40.70 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787715373149
 8444407063316 ;RJ ;RIO DE JANEIRO ;DEODORO ;RUA OSMAN LINS, N. 207, Apto 301, BLOCO 08 ;69.137,40;122.000,00;43.33;Apartamento, 0.00 de área total, 57.00 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407063316
 8444405630230 ;RJ ;RIO DE JANEIRO ;CAVALCANTI ;RUA PAULO EIRO, N. 94, Apto 101 ;53.269,80;94.000,00;43.33;Apartamento, 0.00 de área total, 27.00 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444405630230
 8444409860965 ;RJ ;RIO DE JANEIRO ;CAVALCANTI ;RUA LAURINDO FILHO, N. 722, Apto 206, BLOCO 04 ;79.338,00;140.000,00;43.33;Apartamento, 0.00 de área total, 50.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409860965
 8444410103153 ;RJ ;RIO DE JANEIRO ;CAVALCANTI ;RUA ANTONIO SARAIVA, N. 44, Apto 302, FUNDOS ;90.672,00;160.000,00;43.33;Apartamento, 0.00 de área total, 53.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410103153
 8444410175090 ;RJ ;RIO DE JANEIRO ;CAVALCANTI ;RUA ZEFERINO DA COSTA, N. 261, Apto 102, . ;55.253,25;97.500,00;43.33;Apartamento, 0.00 de área total, 31.00 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410175090
 8444412805210 ;RJ ;RIO DE JANEIRO ;CAVALCANTI ;RUA LAURINDO FILHO, N. 722, Apto 405, BL 02 ;49.302,90;87.000,00;43.33;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412805210
 8444413297099 ;RJ ;RIO DE JANEIRO ;CAVALCANTI ;RUA LAURINDO FILHO, N. 722, AP 306 BL 01 ;85.005,00;150.000,00;43.33;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444413297099
 8444424108454 ;RJ ;RIO DE JANEIRO ;CAVALCANTI ;RUA LAURINDO FILHO, N. 698, CS 01 ;93.165,48;164.400,00;43.33;Casa, 52.00 de área total, 52.00 de área privativa, 141.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424108454
 8444407443771 ;RJ ;RIO DE JANEIRO ;SANTISSIMO ;RUA DOUTOR JUVENAL MURTINHO, N. 95, Apto 203, BL 5 ;76.504,50;135.000,00;43.33;Apartamento, 0.00 de área total, 45.83 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407443771
 8787703042193 ;RJ ;RIO DE JANEIRO ;SANTISSIMO ;RUA ITAQUE, N. 1032, Apto 401, BLOCO 18 ;65.170,50;115.000,00;43.33;Apartamento, 0.00 de área total, 43.08 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703042193
 8444402453957 ;RJ ;RIO DE JANEIRO ;VAZ LOBO ;RUA ALICE FREITAS, N. 235, Apto 202, 0 ;83.871,60;148.000,00;43.33;Apartamento, 0.00 de área total, 42.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402453957
 8444405722487 ;RJ ;RIO DE JANEIRO ;VAZ LOBO ;R LIMA DRUMOND, N. 399, Casa3, - ;91.635,39;161.700,00;43.33;Casa, 78.00 de área total, 78.00 de área privativa, 112.80 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444405722487
 8444401502415 ;RJ ;RIO DE JANEIRO ;VIGARIO GERAL ;RUA CORREIA DIAS, N. 256, Apto 211 ;57.803,40;102.000,00;43.33;Apartamento, 64.00 de área total, 64.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401502415
 8444408572087 ;RJ ;RIO DE JANEIRO ;PRACA SECA ;RUA BARAO, N. 26, Apto 204, BL H ;69.137,40;122.000,00;43.33;Apartamento, 0.00 de área total, 32.00 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408572087
 8444409521508 ;RJ ;RIO DE JANEIRO ;PRACA SECA ;RUA BARAO, N. 26, Apto 302, . ;68.004,00;120.000,00;43.33;Apartamento, 0.00 de área total, 43.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409521508
 8444409764460 ;RJ ;RIO DE JANEIRO ;PRACA SECA ;RUA BARAO, N. 26, Apto 402, BL J ;60.070,20;106.000,00;43.33;Apartamento, 43.00 de área total, 43.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409764460
 8444410587126 ;RJ ;RIO DE JANEIRO ;PRACA SECA ;RUA BRICIO DE ABREU, N. 85, Apto 205, BL 06 ;70.270,80;124.000,00;43.33;Apartamento, 0.00 de área total, 56.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410587126
 8444415548366 ;RJ ;RIO DE JANEIRO ;PRACA SECA ;RUA FRANCISCO, N. 446, Apto 206, BLOCO 2 ;83.871,60;148.000,00;43.33;Apartamento, 0.00 de área total, 50.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415548366
 8444417297239 ;RJ ;RIO DE JANEIRO ;PRACA SECA ;RUA DOUTOR BERNARDINO, N. 754, Apto 104, BL 02 ;83.191,56;146.800,00;43.33;Apartamento, 0.00 de área total, 61.00 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417297239
 8444423333551 ;RJ ;RIO DE JANEIRO ;PRACA SECA ;RUA BARAO, N. 26, Apto 301, BL H ;39.669,00;70.000,00;43.33;Apartamento, 0.00 de área total, 32.00 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423333551
 8444423580362 ;RJ ;RIO DE JANEIRO ;PRACA SECA ;RUA CAPITAO MENEZES, N. 68, Apto 101, LT 03 ;70.837,50;125.000,00;43.33;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423580362
 8022420032759 ;RJ ;RIO DE JANEIRO ;VILA KOSMOS ;RUA IMBIACA, N. 57, Apto 101, PREDIO ;132.607,80;234.000,00;43.33;Apartamento, 0.00 de área total, 90.00 de área privativa, 0.00 de área do terreno, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8022420032759
 8022570015531 ;RJ ;RIO DE JANEIRO ;VILA KOSMOS ;AVENIDA MERITI, N. 127, Apto 204, . ;91.805,40;162.000,00;43.33;Apartamento, 0.00 de área total, 62.00 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8022570015531
 8444411362144 ;RJ ;RIO DE JANEIRO ;VILA KOSMOS ;RUA SOLDADO IVO DE OLIVEIRA, N. 406, Apto 409, 0 ;101.439,30;179.000,00;43.33;Apartamento, 0.00 de área total, 40.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411362144
 8132770006173 ;RJ ;RIO DE JANEIRO ;SANTA CRUZ ;RUA FELIPE CARDOSO, N. 2777, Apto 102, BL 01 ;72.537,60;128.000,00;43.33;Apartamento, 0.00 de área total, 52.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8132770006173
 8444407850970 ;RJ ;RIO DE JANEIRO ;SANTA CRUZ ;RUA FELIPE CARDOSO, N. 2262, Apto 605, BLOCO 02 ;46.469,40;82.000,00;43.33;Apartamento, 0.00 de área total, 49.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407850970
 8444415840571 ;RJ ;RIO DE JANEIRO ;SANTA CRUZ ;RUA FELIPE CARDOSO, N. 2262, Apto 802, BL 03 LT 134		 ;66.303,90;117.000,00;43.33;Apartamento, 0.00 de área total, 49.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415840571
 8555535513111 ;RJ ;RIO DE JANEIRO ;SANTA CRUZ ;AVENIDA PADRE GUILHERME DECAMINADA, N. 1735, Apto 402, BL 03 ;95.488,95;168.500,00;43.33;Apartamento, 0.00 de área total, 52.08 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535513111
 8787710192448 ;RJ ;RIO DE JANEIRO ;SANTA CRUZ ;AVENIDA  PADRE GUILHERME DECAMINADA, N. 1427, Apto 503, LT 02, BL 09, RESIDENCIAL RIO ARARAS ;91.238,70;161.000,00;43.33;Apartamento, 0.00 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710192448
 8444409816478 ;RJ ;RIO DE JANEIRO ;VILA ISABEL ;RUA PETROCOCHINO, N. 81, AP 102 ;110.506,50;195.000,00;43.33;Apartamento, 0.00 de área total, 60.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, WC Emp, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409816478
 8555517864030 ;RJ ;RIO DE JANEIRO ;RIACHUELO ;AVENIDA MARECHAL RONDON, N. 1752, Apto 201, . ;158.676,00;280.000,00;43.33;Apartamento, 0.00 de área total, 78.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, WC Emp, 1 sala(s), DCE, cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555517864030
 8444401880479 ;RJ ;RIO DE JANEIRO ;VICENTE DE CARVALHO ;RUA TATURANA, N. 349, Apto 202, . ;95.205,60;168.000,00;43.33;Apartamento, 0.00 de área total, 48.00 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401880479
 8444416894047 ;RJ ;RIO DE JANEIRO ;SENADOR VASCONCELOS ;RUA ARTUR RIOS, N. 1291, Apto 104, BL 04 ;90.672,00;160.000,00;43.33;Apartamento, 0.00 de área total, 62.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416894047
 8444401704212 ;RJ ;RIO DE JANEIRO ;TOMAS COELHO ;RUA MOACIR DE ALMEIDA, N. 219, Apto 1001, BL01 ;94.638,90;167.000,00;43.33;Apartamento, 0.00 de área total, 49.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401704212
 8444416039023 ;RJ ;RIO DE JANEIRO ;TOMAS COELHO ;RUA MOACIR DE ALMEIDA, N. 611, Apto 402, BL 02 ;97.472,40;172.000,00;43.33;Apartamento, 0.00 de área total, 43.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416039023
 8444401442277 ;RJ ;RIO DE JANEIRO ;REALENGO ;RUA DO GOVERNO, N. 659, Apto 401, BL 01 ;78.204,60;138.000,00;43.33;Apartamento, 0.00 de área total, 49.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401442277
 8555535215463 ;RJ ;RIO DE JANEIRO ;REALENGO ;RUA HELIO DO AMARAL, N. 164, Apto 304, BLOCO 02 ;95.772,30;169.000,00;43.33;Apartamento, 39.00 de área total, 39.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535215463
 8787701103721 ;RJ ;RIO DE JANEIRO ;REALENGO ;RUA HELIO DO AMARAL, N. 30, Apto 203, BL 04 ;98.605,80;174.000,00;43.33;Apartamento, 43.72 de área total, 43.72 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701103721
 8444410609510 ;RJ ;RIO DE JANEIRO ;QUINTINO BOCAIUVA ;RUA QUINTAO, N. 1050, Apto 203 ;96.905,70;171.000,00;43.33;Apartamento, 0.00 de área total, 53.00 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410609510
 8444408763931 ;RJ ;RIO DE JANEIRO ;SENADOR CAMARA ;AVENIDA DE SANTA CRUZ N 6495 AP309 BLOCO04 LT1 DO, N. 6495, Apto 309, LT1 DO PAL 47650 ;79.338,00;140.000,00;43.33;Apartamento, 0.00 de área total, 49.36 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408763931
 8444410647536 ;RJ ;RIO DE JANEIRO ;SENADOR CAMARA ;RUA ALBINO PAIVA, N. 595, Apto 103 ;44.202,60;78.000,00;43.33;Apartamento, 31.68 de área total, 31.68 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410647536
 8444402035292 ;RJ ;RIO DE JANEIRO ;TURIACU ;RUA IBIA, N. 517, Apto 704, BL 05 ;71.404,20;126.000,00;43.33;Apartamento, 0.00 de área total, 49.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402035292
 8444402142307 ;RJ ;RIO DE JANEIRO ;TURIACU ;R IBIA, N. 517, Apto 904, BL 05 ;81.038,10;143.000,00;43.33;Apartamento, 49.00 de área total, 49.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402142307
 8444405395320 ;RJ ;RIO DE JANEIRO ;TURIACU ;RUA IBIA, N. 517, Apto 408, BL 05 ;87.838,50;155.000,00;43.33;Apartamento, 0.00 de área total, 49.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444405395320
 8444406439231 ;RJ ;RIO DE JANEIRO ;TURIACU ;RUA IBIA, N. 517, Apto 901, BLOCO 03 ;79.338,00;140.000,00;43.33;Apartamento, 0.00 de área total, 49.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406439231
 8444400957036 ;RJ ;RIO DE JANEIRO ;PAVUNA ;RUA DORES DO TURVO, N. 170, Apto 1604, BL 02, LT 04 ;34.002,00;60.000,00;43.33;Apartamento, 0.00 de área total, 41.00 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444400957036
 8444401488803 ;RJ ;RIO DE JANEIRO ;PAVUNA ;AVENIDA  PASTOR MARTIN LUTHER KING JUNIOR, N. 13738, Apto 302, LOTE 12 QD 07 ;71.970,90;127.000,00;43.33;Apartamento, 0.00 de área total, 64.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401488803
 8444402771479 ;RJ ;RIO DE JANEIRO ;PAVUNA ;RUA IGUABA GRANDE, N. 167, Apto 106, BLOCO 04 ;48.736,20;86.000,00;43.33;Apartamento, 0.00 de área total, 62.00 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402771479
 8444402872801 ;RJ ;RIO DE JANEIRO ;PAVUNA ;RUA IGUABA GRANDE, N. 78, Apto 707, LT 3 DO PA 37006 ;50.436,30;89.000,00;43.33;Apartamento, 0.00 de área total, 46.00 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402872801
 8444402987641 ;RJ ;RIO DE JANEIRO ;PAVUNA ;PRACA BELO MONTE, N. 63, Apto 1203, BL 02 ;53.156,46;93.800,00;43.33;Apartamento, 0.00 de área total, 48.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402987641
 8444404375465 ;RJ ;RIO DE JANEIRO ;PAVUNA ;RUA IGUABA GRANDE(ANTIGA RUA PROJETADA A), N. 167, Apto 1605, BL 5 ;92.372,10;163.000,00;43.33;Apartamento, 0.00 de área total, 62.00 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404375465
 8444404460586 ;RJ ;RIO DE JANEIRO ;PAVUNA ;RUA IGUABA GRANDE, N. 167, Apto 704, BLOCO 02 ;47.036,10;83.000,00;43.33;Apartamento, 44.00 de área total, 44.00 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404460586
 8444404721452 ;RJ ;RIO DE JANEIRO ;PAVUNA ;RUA IGUABA GRANDE, N. 167, Apto 1205, BL 01 ;35.135,40;62.000,00;43.33;Apartamento, 0.00 de área total, 48.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404721452
 8444404874577 ;RJ ;RIO DE JANEIRO ;PAVUNA ;RUA IGUABA GRANDE, N. 167, Apto 408, BL 05 ;35.702,10;63.000,00;43.33;Apartamento, 0.00 de área total, 35.00 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404874577
 8444405104295 ;RJ ;RIO DE JANEIRO ;PAVUNA ;RUA IGUABA GRANDE, N. 486, Apto 406, BL 2 ;62.337,00;110.000,00;43.33;Apartamento, 0.00 de área total, 48.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444405104295
 8444405698470 ;RJ ;RIO DE JANEIRO ;PAVUNA ;R IGUABA GRANDE, N. 78, Apto 803, Setor 0, quadra 0, bloco 3 ;69.817,44;123.200,00;43.33;Apartamento, 36.00 de área total, 36.00 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444405698470
 8444406140902 ;RJ ;RIO DE JANEIRO ;PAVUNA ;RUA IGUABA GRANDE, N. 78, Apto 206, BL 04 ;73.671,00;130.000,00;43.33;Apartamento, 0.00 de área total, 46.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406140902
 8444406256161 ;RJ ;RIO DE JANEIRO ;PAVUNA ;RUA DORES DO TURVO (ANT RUA PROJETADA B), N. 170, Apto 1504, LT 04, BL 03, COND DO EDIFICIO SHALLOM ;45.336,00;80.000,00;43.33;Apartamento, 0.00 de área total, 35.00 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406256161
